DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
49;050;Brissac Loire Aubance;49;318;Saint-Saturnin-sur-Loire;1333;33;1366
49;331;Segré-en-Anjou Bleu;49;319;Saint-Sauveur-de-Flée;314;15;329
49;069;Orée d'Anjou;49;320;Saint-Sauveur-de-Landemont;976;18;994
49;029;Blaison-Saint-Sulpice;49;322;Saint-Sulpice;202;5;207
49;323;Verrières-en-Anjou;49;323;Saint-Sylvain-d'Anjou;4974;261;5235
49;218;Montrevault-sur-Èvre;49;324;La Salle-et-Chapelle-Aubry;1270;25;1295
49;092;Chemillé-en-Anjou;49;325;La Salle-de-Vihiers;965;28;993
49;050;Brissac Loire Aubance;49;327;Saulgé-l'Hôpital;602;15;617
49;331;Segré-en-Anjou Bleu;49;331;Segré;7034;325;7359
49;080;Les Hauts-d'Anjou;49;335;Sœurdres;379;8;387
49;377;Rives-du-Loir-en-Anjou;49;337;Soucelles;2587;39;2626
49;373;Lys-Haut-Layon;49;342;Tancoigné;312;7;319
49;345;Bellevigne-en-Layon;49;345;Thouarcé;1976;40;2016
49;261;Gennes-Val-de-Loire;49;346;Le Thoureil;408;19;427
49;373;Lys-Haut-Layon;49;348;Tigné;725;17;742
49;301;Sèvremoine;49;349;Tillières;1890;43;1933
49;301;Sèvremoine;49;350;Torfou;2250;51;2301
49;092;Chemillé-en-Anjou;49;351;La Tourlandry;1438;42;1480
49;248;Ombrée d'Anjou;49;354;Le Tremblay;418;5;423
49;373;Lys-Haut-Layon;49;356;Trémont;356;8;364
49;069;Orée d'Anjou;49;360;La Varenne;1823;34;1857
49;050;Brissac Loire Aubance;49;363;Vauchrétien;1572;39;1611
49;125;Doué-en-Anjou;49;365;Les Verchers-sur-Layon;865;19;884
49;248;Ombrée d'Anjou;49;366;Vergonnes;276;3;279
49;367;Erdre-en-Anjou;49;367;Vern-d'Anjou;2317;32;2349
49;018;Baugé-en-Anjou;49;372;Le Vieil-Baugé;1249;26;1275
49;373;Lys-Haut-Layon;49;373;Vihiers;2294;46;2340
49;023;Beaupréau-en-Mauges;49;375;Villedieu-la-Blouère;2506;75;2581
49;183;Val d'Erdre-Auxence;49;376;Villemoisan;683;8;691
49;377;Rives-du-Loir-en-Anjou;49;377;Villevêque;3055;50;3105
49;373;Lys-Haut-Layon;49;379;Le Voide;668;18;686
49;018;Baugé-en-Anjou;49;380;Vaulandry;305;6;311
49;160;Ingrandes-Le Fresne sur Loire;49;382;Le Fresne-sur-Loire;994;23;1017
50;041;La Hague;50;001;Acqueville;616;17;633
50;550;Saint-Sauveur-Villages;50;007;Ancteville;231;1;232
50;565;Sartilly-Baie-Bocage;50;009;Angey;289;7;296
50;099;Carentan-les-Marais;50;010;Angoville-au-Plain;111;2;113
50;215;Gouville-sur-Mer;50;014;Anneville-sur-Mer;242;7;249
50;487;Saint-James;50;018;Argouges;501;1;502
50;041;La Hague;50;020;Auderville;223;6;229
50;236;La Haye;50;035;Baudreville;75;1;76
50;260;Juvigny les Vallées;50;037;La Bazoge;141;7;148
50;041;La Hague;50;041;Beaumont-Hague;1370;39;1409
50;260;Juvigny les Vallées;50;043;Bellefontaine;139;5;144
50;188;Folligny;50;047;La Beslière;159;5;164
50;523;Sainte-Mère-Église;50;051;Beuzeville-au-Plain;42;0;42
50;256;Isigny-le-Buat;50;053;Les Biards;416;10;426
50;359;Mortain-Bocage;50;056;Bion;374;14;388
50;041;La Hague;50;057;Biville;500;14;514
50;215;Gouville-sur-Mer;50;061;Boisroger;232;3;235
50;236;La Haye;50;063;Bolleville;360;6;366
50;041;La Hague;50;073;Branville-Hague;171;5;176
50;601;Torigny-les-Villes;50;075;Brectouville;169;2;171
50;099;Carentan-les-Marais;50;080;Brévands;305;7;312
50;082;Bricquebec-en-Cotentin;50;082;Bricquebec;4104;59;4163
50;099;Carentan-les-Marais;50;089;Brucheville;131;3;134
50;090;Buais-Les-Monts;50;090;Buais;486;7;493
50;095;Canisy;50;095;Canisy;1037;25;1062
50;099;Carentan-les-Marais;50;099;Carentan;441;13;454
50;487;Saint-James;50;100;Carnet;494;9;503
50;523;Sainte-Mère-Église;50;103;Carquebut;309;3;312
50;099;Carentan-les-Marais;50;107;Catz;107;1;108
50;256;Isigny-le-Buat;50;113;Chalandrey;299;4;303
50;565;Sartilly-Baie-Bocage;50;116;Champcey;236;5;241
50;431;Remilly Les Marais;50;119;Les Champs-de-Losque;196;2;198
50;239;Thèreval;50;123;La Chapelle-en-Juger;657;14;671
50;260;Juvigny les Vallées;50;125;Chasseguey;82;2;84
50;523;Sainte-Mère-Église;50;127;Chef-du-Pont;645;5;650
50;393;Percy-en-Normandie;50;128;Le Chefresne;305;4;309
50;129;Cherbourg-en-Cotentin;50;129;Cherbourg-Octeville;34799;1027;35826
50;260;Juvigny les Vallées;50;131;Chérencé-le-Roussel;275;9;284
50;168;Ducey-Les Chéris;50;132;Les Chéris;258;8;266
50;391;Grandparigny;50;133;Chèvreville;199;9;208
50;363;Moyon Villages;50;134;Chevry;108;0;108
50;273;Montsenelle;50;136;Coigny;167;4;171
50;419;Quettreville-sur-Sienne;50;140;Contrières;373;9;382
50;487;Saint-James;50;154;La Croix-Avranchin;437;12;449
50;412;Port-Bail-sur-Mer;50;160;Denneville;559;13;572
50;041;La Hague;50;163;Digulleville;260;7;267
50;168;Ducey-Les Chéris;50;168;Ducey;2569;51;2620
50;523;Sainte-Mère-Église;50;170;Écoquenéauville;99;4;103
50;041;La Hague;50;171;Éculleville;33;1;34
50;129;Cherbourg-en-Cotentin;50;173;Équeurdreville-Hainneville;16151;476;16627
50;591;Le Teilleul;50;179;Ferrières;49;0;49
50;041;La Hague;50;187;Flottemanville-Hague;974;28;1002
50;436;Romagny Fontenay;50;189;Fontenay;310;8;318
50;523;Sainte-Mère-Église;50;191;Foucarville;119;3;122
50;197;Gavray-sur-Sienne;50;197;Gavray;1411;18;1429
50;601;Torigny-les-Villes;50;202;Giéville;685;12;697
50;129;Cherbourg-en-Cotentin;50;203;La Glacerie;5916;174;6090
50;236;La Haye;50;204;Glatigny;141;4;145
50;546;Bourgvallées;50;213;Gourfaleur;467;12;479
50;215;Gouville-sur-Mer;50;215;Gouville-sur-Mer;2128;50;2178
50;041;La Hague;50;220;Gréville-Hague;677;19;696
50;419;Quettreville-sur-Sienne;50;223;Guéhébert;138;1;139
50;601;Torigny-les-Villes;50;224;Guilberville;1236;15;1251
50;236;La Haye;50;236;La Haye-du-Puits;1460;68;1528
50;239;Thèreval;50;239;Hébécrevon;1136;31;1167
50;041;La Hague;50;242;Herqueville;148;4;152
50;419;Quettreville-sur-Sienne;50;244;Hérenguerville;203;6;209
50;591;Le Teilleul;50;245;Heussé;210;4;214
50;099;Carentan-les-Marais;50;249;Houesville;246;4;250
50;591;Le Teilleul;50;254;Husson;168;6;174
50;419;Quettreville-sur-Sienne;50;255;Hyenville;365;13;378
50;041;La Hague;50;257;Jobourg;501;14;515
50;260;Juvigny les Vallées;50;260;Juvigny-le-Tertre;606;10;616
50;273;Montsenelle;50;273;Lithaire;576;8;584
50;292;Marigny-Le-Lozon;50;280;Lozon;308;4;312
50;410;Pontorson;50;284;Macey;108;0;108
50;256;Isigny-le-Buat;50;286;La Mancellière;274;12;286
50;546;Bourgvallées;50;287;La Mancellière-sur-Vire;528;14;542
50;292;Marigny-Le-Lozon;50;292;Marigny;2415;54;2469
50;391;Grandparigny;50;293;Martigny;315;11;326
50;197;Gavray-sur-Sienne;50;301;Le Mesnil-Amand;177;3;180
50;256;Isigny-le-Buat;50;306;Le Mesnil-Bœufs;181;5;186
50;550;Saint-Sauveur-Villages;50;308;Le Mesnilbus;380;3;383
50;188;Folligny;50;309;Le Mesnil-Drey;226;4;230
50;546;Bourgvallées;50;313;Le Mesnil-Herman;142;1;143
50;363;Moyon Villages;50;316;Le Mesnil-Opac;247;12;259
50;260;Juvigny les Vallées;50;318;Le Mesnil-Rainfray;210;1;211
50;197;Gavray-sur-Sienne;50;320;Le Mesnil-Rogues;171;3;174
50;256;Isigny-le-Buat;50;322;Le Mesnil-Thébault;277;13;290
50;260;Juvigny les Vallées;50;323;Le Mesnil-Tôve;230;5;235
50;431;Remilly Les Marais;50;325;Le Mesnil-Vigot;218;4;222
50;391;Grandparigny;50;329;Milly;335;9;344
50;236;La Haye;50;330;Mobecq;236;7;243
50;487;Saint-James;50;337;Montanel;337;2;339
50;388;Orval sur Sienne;50;339;Montchaton;293;7;300
50;236;La Haye;50;343;Montgardon;468;7;475
50;256;Isigny-le-Buat;50;344;Montgothier;235;10;245
50;256;Isigny-le-Buat;50;346;Montigny;233;6;239
50;099;Carentan-les-Marais;50;348;Montmartin-en-Graignes;611;6;617
50;215;Gouville-sur-Mer;50;354;Montsurvent;445;7;452
50;565;Sartilly-Baie-Bocage;50;355;Montviron;343;4;347
50;359;Mortain-Bocage;50;359;Mortain;1527;173;1700
50;363;Moyon Villages;50;363;Moyon;1088;23;1111
50;256;Isigny-le-Buat;50;367;Naftel;174;6;180
50;590;Le Tanu;50;377;Noirpalu;106;1;107
50;492;Saint-Jean-d'Elle;50;380;Notre-Dame-d'Elle;181;3;184
50;359;Mortain-Bocage;50;381;Notre-Dame-du-Touchet;610;10;620
50;041;La Hague;50;385;Omonville-la-Petite;124;4;128
50;041;La Hague;50;386;Omonville-la-Rogue;447;13;460
50;388;Orval sur Sienne;50;388;Orval;879;26;905
50;391;Grandparigny;50;391;Parigny;1786;45;1831
50;393;Percy-en-Normandie;50;393;Percy;2300;100;2400
50;082;Bricquebec-en-Cotentin;50;396;Les Perques;155;2;157
50;444;Saint-Amand-Villages;50;404;Placy-Montaigu;235;2;237
50;409;Pont-Hébert;50;409;Pont-Hébert;1575;35;1610
50;410;Pontorson;50;410;Pontorson;3858;70;3928
50;412;Port-Bail-sur-Mer;50;412;Portbail;1502;44;1546
50;492;Saint-Jean-d'Elle;50;414;Précorbin;525;7;532
50;273;Montsenelle;50;415;Prétot-Sainte-Suzanne;299;3;302
50;129;Cherbourg-en-Cotentin;50;416;Querqueville;4998;147;5145
50;082;Bricquebec-en-Cotentin;50;418;Quettetot;732;14;746
50;419;Quettreville-sur-Sienne;50;419;Quettreville-sur-Sienne;1445;33;1478
50;523;Sainte-Mère-Église;50;427;Ravenoville;234;1;235
50;431;Remilly Les Marais;50;431;Remilly-sur-Lozon;645;6;651
50;565;Sartilly-Baie-Bocage;50;434;La Rochelle-Normande;352;11;363
50;436;Romagny Fontenay;50;436;Romagny;960;35;995
50;550;Saint-Sauveur-Villages;50;438;La Ronde-Haye;341;7;348
50;167;Dragey-Ronthon;50;439;Ronthon;226;7;233
50;639;Villedieu-les-Poêles-Rouffigny;50;440;Rouffigny;313;4;317
50;492;Saint-Jean-d'Elle;50;441;Rouxeville;388;10;398
50;444;Saint-Amand-Villages;50;444;Saint-Amand;2279;56;2335
50;550;Saint-Sauveur-Villages;50;449;Saint-Aubin-du-Perron;238;3;241
50;099;Carentan-les-Marais;50;458;Saint-Côme-du-Mont;461;10;471
50;041;La Hague;50;460;Sainte-Croix-Hague;798;23;821
50;095;Canisy;50;465;Saint-Ébremond-de-Bonfossé;711;30;741
50;564;Terre-et-Marais;50;470;Saint-Georges-de-Bohon;419;6;425
50;041;La Hague;50;477;Saint-Germain-des-Vaux;311;9;320
50;484;Saint-Hilaire-du-Harcouët;50;484;Saint-Hilaire-du-Harcouët;3678;251;3929
50;099;Carentan-les-Marais;50;485;Saint-Hilaire-Petitville;1375;25;1400
50;487;Saint-James;50;487;Saint-James;2753;66;2819
50;492;Saint-Jean-d'Elle;50;492;Saint-Jean-des-Baisants;1291;34;1325
50;359;Mortain-Bocage;50;494;Saint-Jean-du-Corail;257;2;259
50;273;Montsenelle;50;497;Saint-Jores;371;5;376
50;493;Saint-Jean-des-Champs;50;501;Saint-Léger;87;3;90
50;412;Port-Bail-sur-Mer;50;503;Saint-Lô-d'Ourville;484;6;490
50;591;Le Teilleul;50;508;Sainte-Marie-du-Bois;58;5;63
50;484;Saint-Hilaire-du-Harcouët;50;515;Saint-Martin-de-Landelles;1110;25;1135
50;025;Avranches;50;516;Saint-Martin-des-Champs;2490;76;2566
50;082;Bricquebec-en-Cotentin;50;520;Saint-Martin-le-Hébert;154;2;156
50;523;Sainte-Mère-Église;50;523;Sainte-Mère-Église;1573;30;1603
50;550;Saint-Sauveur-Villages;50;524;Saint-Michel-de-la-Pierre;196;6;202
50;099;Carentan-les-Marais;50;534;Saint-Pellerin;352;7;359
50;236;La Haye;50;544;Saint-Rémy-des-Landes;213;3;216
50;546;Bourgvallées;50;545;Saint-Romphaire;773;16;789
50;546;Bourgvallées;50;546;Saint-Samson-de-Bonfossé;896;22;918
50;550;Saint-Sauveur-Villages;50;550;Saint-Sauveur-Lendelin;1643;105;1748
50;090;Buais-Les-Monts;50;557;Saint-Symphorien-des-Monts;124;3;127
50;236;La Haye;50;558;Saint-Symphorien-le-Valois;809;21;830
50;493;Saint-Jean-des-Champs;50;561;Saint-Ursin;171;5;176
50;564;Terre-et-Marais;50;564;Sainteny;902;23;925
50;565;Sartilly-Baie-Bocage;50;565;Sartilly;1615;29;1644
50;215;Gouville-sur-Mer;50;573;Servigny;194;3;197
50;546;Bourgvallées;50;581;Soulles;498;4;502
50;582;Sourdeval;50;582;Sourdeval;2643;51;2694
50;197;Gavray-sur-Sienne;50;583;Sourdeval-les-Bois;221;2;223
50;236;La Haye;50;586;Surville;196;3;199
50;591;Le Teilleul;50;591;Le Teilleul;1178;12;1190
50;041;La Hague;50;600;Tonneville;588;17;605
50;601;Torigny-les-Villes;50;601;Torigni-sur-Vire;2344;28;2372
50;129;Cherbourg-en-Cotentin;50;602;Tourlaville;15925;469;16394
50;419;Quettreville-sur-Sienne;50;605;Trelly;671;10;681
50;041;La Hague;50;611;Urville-Nacqueville;2055;58;2113
50;082;Bricquebec-en-Cotentin;50;614;Le Valdécie;141;1;142
50;041;La Hague;50;620;Vasteville;1145;32;1177
50;550;Saint-Sauveur-Villages;50;622;Vaudrimesnil;445;10;455
50;041;La Hague;50;623;Vauville;316;9;325
50;582;Sourdeval;50;625;Vengeons;470;11;481
50;487;Saint-James;50;627;Vergoncey;188;9;197
50;410;Pontorson;50;630;Vessey;386;5;391
50;099;Carentan-les-Marais;50;631;Les Veys;482;8;490
50;256;Isigny-le-Buat;50;632;Vezins;257;7;264
50;492;Saint-Jean-d'Elle;50;635;Vidouville;142;2;144
50;099;Carentan-les-Marais;50;636;Vierville;31;0;31
50;359;Mortain-Bocage;50;638;Villechien;164;8;172
50;639;Villedieu-les-Poêles-Rouffigny;50;639;Villedieu-les-Poêles;3536;60;3596
50;487;Saint-James;50;640;Villiers-le-Pré;186;4;190
50;484;Saint-Hilaire-du-Harcouët;50;644;Virey;981;32;1013
50;082;Bricquebec-en-Cotentin;50;646;Le Vrétot;561;11;572
51;158;Val-des-Marais;51;021;Aulnay-aux-Planches;88;1;89
51;158;Val-des-Marais;51;024;Aulnizeux;28;2;30
51;030;Aÿ-Champagne;51;030;Ay;3560;54;3614
51;030;Aÿ-Champagne;51;064;Bisseuil;593;7;600
51;075;Bourgogne-Fresne;51;075;Bourgogne;1004;24;1028
51;171;Cormicy;51;171;Cormicy;1460;26;1486
51;075;Bourgogne-Fresne;51;261;Fresne-lès-Reims;428;9;437
51;612;Blancs-Coteaux;51;271;Gionges;203;96;299
51;564;Val de Livre;51;331;Louvois;327;4;331
51;030;Aÿ-Champagne;51;347;Mareuil-sur-Ay;1097;27;1124
51;158;Val-des-Marais;51;383;Morains;96;1;97
51;248;Fère-Champenoise;51;405;Normée;62;0;62
51;612;Blancs-Coteaux;51;411;Oger;535;6;541
52;182;Éclaron-Braucourt-Sainte-Livière;51;494;Sainte-Livière;269;3;272
51;564;Val de Livre;51;564;Tauxières-Mutry;276;13;289
51;611;Vert-Toulon;51;575;Toulon-la-Montagne;25;0;25
51;612;Blancs-Coteaux;51;612;Vertus;2290;93;2383
51;612;Blancs-Coteaux;51;651;Voipreux;216;5;221
51;171;Cormicy;51;664;Gernicourt;43;0;43
52;088;Ceffonds;52;010;Anglus;58;4;62
52;140;Colombey les Deux Églises;52;018;Argentolles;37;1;38
52;273;Larivière-Arnoncourt;52;020;Arnoncourt-sur-Apance;18;1;19
52;497;Troisfontaines-la-Ville;52;032;Avrainville;136;3;139
52;449;Saints-Geosmes;52;036;Balesmes-sur-Marne;236;7;243
52;400;Le Châtelet-sur-Meuse;52;041;Beaucharmoy;47;0;47
52;140;Colombey les Deux Églises;52;049;Biernes;43;0;43
52;140;Colombey les Deux Églises;52;052;Blaise;73;0;73
52;008;Andelot-Blancheville;52;054;Blancheville;101;2;103
52;064;Bourmont-entre-Meuse-et-Mouzon;52;064;Bourmont;395;26;421
52;182;Éclaron-Braucourt-Sainte-Livière;52;068;Braucourt;176;4;180
52;491;Thonnance-les-Moulins;52;071;Bressoncourt;3;2;5
52;123;Chevillon;52;073;Breuil-sur-Marne;108;2;110
52;197;Fayl-Billot;52;077;Broncourt;61;1;62
52;121;Chaumont;52;078;Brottes;765;42;807
52;491;Thonnance-les-Moulins;52;080;Brouthières;8;0;8
52;426;Rizaucourt-Buchey;52;081;Buchey;22;0;22
52;140;Colombey les Deux Églises;52;100;Champcourt;41;2;43
52;432;Rolampont;52;111;Charmoilles;86;4;90
52;197;Fayl-Billot;52;112;Charmoy;82;2;84
52;189;Le Val-d'Esnoms;52;117;Chatoillenot;123;8;131
52;074;Breuvannes-en-Bassigny;52;139;Colombey-lès-Choiseul;98;4;102
52;140;Colombey les Deux Églises;52;140;Colombey-les-Deux-Églises;360;12;372
52;083;Champsevraine;52;143;Corgirnon;300;7;307
52;269;Langres;52;144;Corlée;204;4;208
52;189;Le Val-d'Esnoms;52;150;Courcelles-Val-d'Esnoms;122;0;122
52;114;Châteauvillain;52;153;Créancey;186;3;189
52;205;Foulain;52;154;Crenay;229;2;231
52;353;Nogent;52;176;Donnemarie;59;3;62
52;411;Rives Dervoises;52;180;Droyes;426;4;430
52;332;Val-de-Meuse;52;186;Épinant;77;1;78
52;187;Épizon;52;187;Épizon;138;2;140
52;353;Nogent;52;191;Essey-les-Eaux;52;0;52
52;114;Châteauvillain;52;192;Essey-les-Ponts;100;0;100
52;497;Troisfontaines-la-Ville;52;202;Flornoy;83;3;86
52;377;Parnoy-en-Bassigny;52;209;Fresnoy-en-Bassigny;121;3;124
70;122;Champlitte;52;210;Frettes;114;4;118
52;060;Bourbonne-les-Bains;52;215;Genrupt;58;0;58
52;064;Bourmont-entre-Meuse-et-Mouzon;52;224;Gonaincourt;52;0;52
52;064;Bourmont-entre-Meuse-et-Mouzon;52;225;Goncourt;223;8;231
52;265;Bayard-sur-Marne;52;226;Gourzon;485;11;496
52;288;Lezéville;52;236;Harméville;37;1;38
52;140;Colombey les Deux Églises;52;238;Harricourt;42;0;42
52;529;Villegusien-le-Lac;52;239;Heuilley-Cotton;288;7;295
52;246;Humes-Jorquenay;52;252;Jorquenay;141;3;144
52;251;Jonchery;52;259;Laharmand;126;4;130
52;094;Vals-des-Tilles;52;261;Lamargelle-aux-Bois;20;0;20
52;140;Colombey les Deux Églises;52;262;Lamothe-en-Blaisy;66;1;67
52;173;Domremy-Landéville;52;263;Landéville;16;1;17
52;288;Lezéville;52;268;Laneuville-au-Bois;37;0;37
52;432;Rolampont;52;270;Lannes;175;0;175
52;140;Colombey les Deux Églises;52;279;Lavilleneuve-aux-Fresnes;22;0;22
52;332;Val-de-Meuse;52;281;Lécourt;56;1;57
52;332;Val-de-Meuse;52;283;Lénizeul;89;0;89
52;411;Rives Dervoises;52;293;Longeville-sur-la-Laines;408;9;417
52;411;Rives Dervoises;52;296;Louze;299;11;310
52;456;Saint-Urbain-Maconcourt;52;299;Maconcourt;37;2;39
52;058;Bologne;52;309;Marault;244;5;249
52;114;Châteauvillain;52;314;Marmesse;62;0;62
52;332;Val-de-Meuse;52;317;Maulain;63;0;63
52;074;Breuvannes-en-Bassigny;52;324;Meuvy;78;1;79
52;388;Pierremont-sur-Amance;52;329;Montesson;38;0;38
52;331;La Porte du Der;52;331;Montier-en-Der;1947;52;1999
52;242;Haute-Amance;52;333;Montlandon;170;1;171
52;469;Semoutiers-Montsaon;52;339;Montsaon;399;6;405
52;405;Le Montsaugeonnais;52;340;Montsaugeon;80;1;81
52;094;Vals-des-Tilles;52;345;Musseau;49;0;49
52;064;Bourmont-entre-Meuse-et-Mouzon;52;351;Nijon;100;0;100
52;353;Nogent;52;361;Odival;187;4;191
52;274;Latrecey-Ormoy-sur-Aube;52;368;Ormoy-sur-Aube;54;3;57
52;187;Épizon;52;379;Pautaines-Augeville;21;2;23
52;292;Longeau-Percey;52;381;Percey-le-Pautel;206;0;206
52;529;Villegusien-le-Lac;52;387;Piépape;93;1;94
52;384;Perrogney-les-Fontaines;52;389;Pierrefontaines;28;0;28
52;529;Villegusien-le-Lac;52;402;Prangey;189;4;193
52;140;Colombey les Deux Églises;52;404;Pratz;9;0;9
52;405;Le Montsaugeonnais;52;405;Prauthoy;382;9;391
52;265;Bayard-sur-Marne;52;408;Prez-sur-Marne;214;4;218
52;211;Froncles;52;409;Provenchères-sur-Marne;57;0;57
52;332;Val-de-Meuse;52;410;Provenchères-sur-Meuse;234;5;239
52;411;Rives Dervoises;52;411;Puellemontier;194;16;210
52;050;Biesles;52;412;Le Puits-des-Mèzes;195;7;202
52;332;Val-de-Meuse;52;417;Ravennefontaines;67;2;69
52;332;Val-de-Meuse;52;418;Récourt;62;0;62
52;331;La Porte du Der;52;427;Robert-Magny;278;4;282
52;058;Bologne;52;434;Roôcourt-la-Côte;206;3;209
52;242;Haute-Amance;52;435;Rosoy-sur-Amance;193;3;196
52;479;Sommevoire;52;441;Rozières;65;1;66
52;449;Saints-Geosmes;52;449;Saints-Geosmes;879;24;903
52;031;Autreville-sur-la-Renne;52;451;Saint-Martin-sur-la-Renne;83;1;84
52;529;Villegusien-le-Lac;52;454;Saint-Michel;105;0;105
52;251;Jonchery;52;460;Sarcicourt;179;3;182
52;177;Doulaincourt-Saucourt;52;462;Saucourt-sur-Rognon;140;0;140
52;088;Ceffonds;52;466;Sauvage-Magny;52;1;53
52;118;Chatonrupt-Sommermont;52;477;Sommermont;52;1;53
52;123;Chevillon;52;478;Sommeville;280;5;285
52;491;Thonnance-les-Moulins;52;481;Soulaincourt;27;0;27
52;242;Haute-Amance;52;496;Troischamps;65;0;65
52;432;Rolampont;52;498;Tronchoy;55;2;57
52;031;Autreville-sur-la-Renne;52;501;Valdelancourt;90;4;94
52;544;Voisey;52;508;Vaux-la-Douce;25;0;25
52;405;Le Montsaugeonnais;52;509;Vaux-sous-Aubigny;687;9;696
52;383;Perrancey-les-Vieux-Moulins;52;521;Vieux-Moulins;76;1;77
52;060;Bourbonne-les-Bains;52;527;Villars-Saint-Marcellin;102;1;103
52;529;Villegusien-le-Lac;52;529;Villegusien-le-Lac;305;4;309
52;094;Vals-des-Tilles;52;530;Villemervry;28;0;28
52;094;Vals-des-Tilles;52;531;Villemoron;48;1;49
52;497;Troisfontaines-la-Ville;52;532;Villiers-aux-Bois;116;1;117
52;178;Doulevant-le-Château;52;533;Villiers-aux-Chênes;60;3;63
52;230;Gudmont-Villiers;52;537;Villiers-sur-Marne;99;2;101
53;124;Prée-d'Anjou;53;004;Ampoigné;557;9;566
53;029;Bierné-les-Villages;53;006;Argenton-Notre-Dame;216;4;220
53;062;Château-Gontier-sur-Mayenne;53;014;Azé;3386;139;3525
53;017;Val-du-Maine;53;017;Ballée;698;25;723
53;029;Bierné-les-Villages;53;029;Bierné;680;19;699
53;228;Blandouet-Saint Jean;53;032;Blandouet;185;2;187
53;118;Le Housseau-Brétignolles;53;044;Brétignolles-le-Moulin;57;0;57
53;255;Sainte-Suzanne-et-Chammes;53;050;Chammes;386;4;390
53;062;Château-Gontier-sur-Mayenne;53;062;Château-Gontier;11683;478;12161
53;097;Évron;53;065;Châtres-la-Forêt;790;19;809
53;161;Montsûrs;53;092;Deux-Évailles;193;5;198
53;017;Val-du-Maine;53;095;Épineux-le-Seguin;261;3;264
53;097;Évron;53;097;Évron;7109;195;7304
53;104;Gennes-Longuefuye;53;104;Gennes-sur-Glaize;1001;21;1022
53;124;Prée-d'Anjou;53;124;Laigné;832;34;866
53;136;La Roche-Neuville;53;136;Loigné-sur-Mayenne;954;31;985
53;137;Loiron-Ruillé;53;137;Loiron;1805;29;1834
53;104;Gennes-Longuefuye;53;138;Longuefuye;336;8;344
53;161;Montsûrs;53;159;Montourtier;365;5;370
53;161;Montsûrs;53;161;Montsûrs;1975;41;2016
53;185;Pré-en-Pail-Saint-Samson;53;185;Pré-en-Pail;1877;76;1953
53;137;Loiron-Ruillé;53;194;Ruillé-le-Gravelais;935;23;958
53;161;Montsûrs;53;205;Saint-Céneré;476;7;483
53;097;Évron;53;207;Saint-Christophe-du-Luat;768;15;783
53;062;Château-Gontier-sur-Mayenne;53;215;Saint-Fort;1776;73;1849
53;228;Blandouet-Saint Jean;53;228;Saint-Jean-sur-Erve;376;11;387
53;029;Bierné-les-Villages;53;231;Saint-Laurent-des-Mortiers;180;4;184
53;249;Vimartin-sur-Orthe;53;239;Saint-Martin-de-Connée;416;6;422
53;029;Bierné-les-Villages;53;241;Saint-Michel-de-Feins;178;4;182
53;161;Montsûrs;53;244;Saint-Ouën-des-Vallons;182;1;183
53;249;Vimartin-sur-Orthe;53;249;Saint-Pierre-sur-Orthe;468;7;475
53;185;Pré-en-Pail-Saint-Samson;53;252;Saint-Samson;418;8;426
53;136;La Roche-Neuville;53;254;Saint-Sulpice;247;8;255
53;255;Sainte-Suzanne-et-Chammes;53;255;Sainte-Suzanne;865;12;877
53;249;Vimartin-sur-Orthe;53;274;Vimarcé;236;0;236
54;099;Val de Briey;54;099;Briey;5601;186;5787
54;099;Val de Briey;54;341;Mance;605;14;619
54;099;Val de Briey;54;342;Mancieulles;1835;28;1863
54;557;Bois-de-Haye;54;506;Sexey-les-Bois;387;6;393
54;557;Bois-de-Haye;54;557;Velaine-en-Haye;1931;91;2022
55;040;Beausite;55;006;Amblaincourt;15;0;15
55;184;Euville;55;016;Aulnois-sous-Vertuzey;312;10;322
55;388;Noyers-Auzécourt;55;019;Auzécourt;90;3;93
55;117;Clermont-en-Argonne;55;020;Auzéville-en-Argonne;185;6;191
55;150;Demange-Baudignécourt;55;030;Baudignécourt;61;0;61
55;551;Vigneulles-lès-Hattonchâtel;55;052;Billy-sous-les-Côtes;122;1;123
55;385;Nixéville-Blercourt;55;056;Blercourt;143;1;144
55;389;Nubécourt;55;086;Bulainville;44;2;46
55;093;Buxières-sous-les-Côtes;55;092;Buxerulles;80;4;84
55;358;Chanteraine;55;112;Chennevières;29;0;29
55;258;Geville;55;126;Corniéville;177;6;183
55;518;Cousances-lès-Triconville;55;131;Cousances-au-Bois;62;0;62
55;551;Vigneulles-lès-Hattonchâtel;55;136;Creuë;243;6;249
55;274;Lamorville;55;151;Deuxnouds-aux-Bois;46;1;47
55;040;Beausite;55;152;Deuxnouds-devant-Beauzée;53;2;55
55;179;Erneville-aux-Bois;55;161;Domremy-aux-Bois;55;2;57
55;537;Douaumont-Vaux;55;164;Douaumont;4;0;4
55;442;Raival;55;176;Érize-la-Grande;95;1;96
55;389;Nubécourt;55;190;Fleury-sur-Aire;85;1;86
55;123;Les Hauts-de-Chée;55;203;Génicourt-sous-Condé;40;4;44
55;026;Badonvilliers-Gérauvilliers;55;205;Gérauvilliers;59;1;60
55;258;Geville;55;213;Gironville-sous-les-Côtes;190;6;196
55;267;Lachaussée;55;223;Hadonville-lès-Lachaussée;36;0;36
55;571;Vilosnes-Haraumont;55;230;Haraumont;49;2;51
