15A	CLINICAL COMMISSIONING GROUP	READING BOROUGH COUNCIL	NHS Berkshire West Ccg	*	*	0	*	0	0	*	0	0	*	*	*	*	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	*	0	0	0	0	0	0	0	*	*	0	0	0
NEY01	INDEPENDENT SECTOR H/C PROVIDER SITE	SHEFFIELD CITY COUNCIL	Pioneer Healthcare Ltd - Claremont Hospital	105	20	55	50	0	0	20	0	0			1.6952380952381	2	53.552380952381	0	0	0	0	0	0	0	0	0	*	*	*	10	10	10	15	15	10	*	10	10	*	*	0	0	24497	0	*	0
NEY14	INDEPENDENT SECTOR H/C PROVIDER SITE	SALFORD CITY COUNCIL	Oaklands Hospital	20	10	10	15	0	0	10	0	0			0.5	0	48.5909090909091	0	0	0	0	0	0	0	0	0	0	*	*	0	*	10	*	0	*	*	*	0	0	0	0	0	7910	0	10	0
NFH01	INDEPENDENT SECTOR H/C PROVIDER SITE	NORTH SOMERSET COUNCIL	Somerset Surgical Services	400	400	185	215	0	*	395	0	0	242.604060913706	285	7.5	4	62.8564231738035	0	0	0	0	0	0	0	0	*	15	15	15	10	15	20	20	20	30	40	55	50	45	30	10	395	27	*	*	0
NHW01	INDEPENDENT SECTOR H/C PROVIDER SITE	LONDON BOROUGH OF HARROW	Standard Health Ltd Hq	25	25	10	15	0	0	0	25	0					57.1851851851852	0	0	0	0	0	0	0	0	0	0	0	*	*	0	0	*	*	*	*	*	*	*	0	0	25	0	0	0	0
NMM01	INDEPENDENT SECTOR H/C PROVIDER SITE	CITY OF WESTMINSTER	Hospital Of St John And St Elizabeth (Grove End Road)	140	140	65	75	0	0	140	0	0			0.422535211267606	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	105	0
NN401	INDEPENDENT SECTOR H/C PROVIDER SITE	GATESHEAD METROPOLITAN BOROUGH COUNCIL	Tyneside Surgical Services	1030	1030	445	580	0	0	1030	0	0	172.989312977099	153	1.35294117647059	1	52.0807392996109	0	0	0	0	0	0	0	0	*	35	45	70	95	85	115	120	130	95	70	70	55	20	15	0	995	46	0	0	0
NN501	INDEPENDENT SECTOR H/C PROVIDER SITE	MANCHESTER CITY COUNCIL	Trafford General Hospital	235	235	95	140	0	0	235	0	0	121.55652173913	72	3.04	3	49.8170212765957	0	0	0	0	0	0	0	*	0	20	20	20	25	15	20	20	15	20	15	20	10	*	*	*	210	76	0	0	0
NN801	INDEPENDENT SECTOR H/C PROVIDER SITE	KENT COUNTY COUNCIL	Spencer Private Hospitals - Margate	1580	1580	625	955	*	0	1485	95	0			3.11970684039088	2	56.6984635083227	0	0	0	0	0	*	10	10	10	65	80	85	75	90	110	155	120	140	140	150	155	85	60	25	355	3831	0	0	0
NN802	INDEPENDENT SECTOR H/C PROVIDER SITE	KENT COUNTY COUNCIL	Spencer Private Hospitals - Ashford	275	275	115	160	0	0	205	70	0			1	1	55.8241758241758	0	0	0	0	0	0	*	0	*	10	*	20	10	25	20	35	25	30	20	25	20	15	10	*	240	33	0	0	0
NNE02	INDEPENDENT SECTOR H/C PROVIDER SITE	SURREY COUNTY COUNCIL	Dorking General Hospital	25	25	15	10	0	0	25	0	0	4.8	2			63.32	0	0	0	0	0	0	0	0	0	0	0	0	*	*	0	*	*	*	*	*	0	*	*	0	25	0	0	0	0
NNH02	INDEPENDENT SECTOR H/C PROVIDER SITE	CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL	Optegra Yorkshire Eye Hospital	1925	1925	815	1110	0	0	0	1925	0					72.6053997923157	0	0	0	0	0	0	0	0	0	*	*	*	*	10	25	70	100	165	265	360	325	350	190	45	1925	0	0	0	0
NNH03	INDEPENDENT SECTOR H/C PROVIDER SITE	SURREY COUNTY COUNCIL	Optegra (Surrey Eye Hospital)	930	930	355	575	0	0	0	930	0					75.6422413793103	0	0	0	0	0	0	0	0	0	0	0	0	0	*	10	10	30	60	100	160	220	185	115	35	930	0	0	0	0
NNH04	INDEPENDENT SECTOR H/C PROVIDER SITE	MANCHESTER CITY COUNCIL	Optegra (Manchester Eye Hospital)	6770	6770	2635	4130	*	0	0	6770	0					78.7238475177305	0	0	0	0	0	0	0	0	0	0	0	0	*	*	45	40	150	285	460	955	1335	1565	1260	670	6770	0	0	0	0
NNH05	INDEPENDENT SECTOR H/C PROVIDER SITE	BIRMINGHAM CITY COUNCIL	Optegra (Birmingham Eye Hospital)	1120	1120	505	615	*	0	0	1120	0					72.5539696699376	0	0	0	0	0	0	0	0	0	*	0	*	*	*	15	35	70	110	155	195	205	195	105	25	1120	0	0	0	0
NNH06	INDEPENDENT SECTOR H/C PROVIDER SITE	HAMPSHIRE COUNTY COUNCIL	Optegra (Solent Eye Hospital)	1250	1250	515	735	*	0	0	1250	0					74.8206565252202	0	0	0	0	0	0	0	0	0	0	0	*	0	*	*	15	35	75	150	285	295	245	105	35	1250	0	0	0	0
NNH07	INDEPENDENT SECTOR H/C PROVIDER SITE	LONDON BOROUGH OF BARNET	Optegra London Eye Hospital	1480	1480	670	810	0	0	0	1480	0					71.0412162162162	0	0	0	0	0	0	0	*	*	*	*	10	*	15	25	40	70	145	225	345	265	195	90	30	1480	0	0	0	0
NNV01	INDEPENDENT SECTOR H/C PROVIDER SITE	ROYAL BOROUGH OF KINGSTON UPON THAMES	Your Healthcare (Hollyfield House)	215	215	85	130	0	0	0	185	35					81.2304147465438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	*	*	*	10	15	15	35	40	45	50	0	4642	0	0	0
NNV2J	INDEPENDENT SECTOR H/C PROVIDER SITE	LONDON BOROUGH OF RICHMOND UPON THAMES	Teddington Memorial Hospital	15	15	*	10	0	0	0	15	*					83.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	*	0	0	*	*	*	*	0	279	0	0	0
NPG01	INDEPENDENT SECTOR H/C PROVIDER SITE	MANCHESTER CITY COUNCIL	Spamedica (Manchester)	6260	6260	2630	3630	0	0	6260	0	0	49.6391687657431	19			74.2409715564078	0	0	0	0	0	0	0	*	0	0	*	*	15	40	70	150	300	460	730	1070	1225	1270	720	195	6260	0	0	0	0
NPG02	INDEPENDENT SECTOR H/C PROVIDER SITE	WIRRAL BOROUGH COUNCIL	Spamedica (Wirral)	3290	3290	1340	1950	0	0	3290	0	0	37.0792046936115	23			75.3511705685619	0	0	0	0	0	0	0	0	0	0	0	*	*	*	30	40	110	210	380	635	705	680	375	115	3290	0	0	0	0
NPG06	INDEPENDENT SECTOR H/C PROVIDER SITE	LIVERPOOL CITY COUNCIL	Spamedica Liverpool	1865	1865	790	1075	0	0	1865	0	0	31.6392045454545	21			73.2131762185324	0	0	0	0	0	0	0	0	0	*	*	*	*	*	15	35	90	190	280	335	365	355	155	35	1865	0	0	0	0
NPG07	INDEPENDENT SECTOR H/C PROVIDER SITE	WAKEFIELD METROPOLITAN DISTRICT COUNCIL	Spamedica Eye Hospital (Wakefield)	4790	4790	1950	2840	*	0	4790	0	0	32.0728707356695	20			73.68776106934	0	0	0	0	0	0	0	0	0	*	*	*	*	15	45	120	175	335	615	1065	1085	840	390	90	4790	0	0	0	0
NPG08	INDEPENDENT SECTOR H/C PROVIDER SITE	BOLTON METROPOLITAN BOROUGH COUNCIL	Spamedica (Bolton)	4150	4150	1775	2370	*	0	4150	0	0	31.0888020833333	21			73.5631629701061	0	0	0	0	0	0	0	0	0	0	*	*	15	15	45	60	200	340	545	825	915	740	355	85	4150	0	0	0	0
NPG10	INDEPENDENT SECTOR H/C PROVIDER SITE	SHEFFIELD CITY COUNCIL	Spamedica (Sheffiled)	4460	4460	1915	2550	0	0	4460	0	0	33.3485570890841	20			73.7832810398924	0	0	0	0	0	0	0	0	0	*	*	*	10	15	45	95	210	315	480	945	1010	845	370	105	4460	0	0	0	0
NPG11	INDEPENDENT SECTOR H/C PROVIDER SITE	BIRMINGHAM CITY COUNCIL	Spamedica (Birmingham)	7065	7065	2915	4150	0	0	7065	0	0	31.9903147699758	17			75.9213021939137	0	0	0	0	0	0	0	0	0	0	0	*	*	25	45	145	235	450	740	1195	1505	1375	910	430	7065	0	0	0	0
NPG12	INDEPENDENT SECTOR H/C PROVIDER SITE	CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL	Spamedica Eccleshill Treatment Centre	1800	1800	770	1030	0	0	1800	0	0	30.4571085782843	19			73.5255555555556	0	0	0	0	0	0	0	0	0	*	0	*	10	*	20	45	80	130	250	350	385	285	185	50	1800	0	0	0	0
NPG13	INDEPENDENT SECTOR H/C PROVIDER SITE	LANCASHIRE COUNTY COUNCIL	Spamedica - Skelmersdale	2375	2375	1060	1315	0	0	2375	0	0	60.9824399260628	25			77.1872895622896	0	0	0	0	0	0	0	0	0	0	0	0	*	*	10	25	50	95	225	375	560	550	350	130	2375	0	0	0	0
NPG14	INDEPENDENT SECTOR H/C PROVIDER SITE	HALTON BOROUGH COUNCIL	Spamedica Widnes	2145	2145	890	1255	0	0	2145	0	0	30.3328083989501	20			73.5384257102934	0	0	0	0	0	0	0	*	*	0	*	0	*	*	25	30	85	185	265	490	490	345	170	45	2145	0	0	0	0
NPG15	INDEPENDENT SECTOR H/C PROVIDER SITE	STAFFORDSHIRE COUNTY COUNCIL	Spamedica Newcastle-Under-Lyme	2420	2420	1045	1375	0	0	2420	0	0	35.9024505183789	19			73.6987603305785	0	0	0	0	0	0	0	0	0	*	*	*	*	*	20	75	90	190	285	520	555	425	195	55	2420	0	0	0	0
NPG16	INDEPENDENT SECTOR H/C PROVIDER SITE	ESSEX COUNTY COUNCIL	Spamedica Chelmsford	4110	4110	1620	2495	0	0	4110	0	0	29.8304488912926	18			74.2876945525292	0	0	0	0	0	0	0	0	0	0	*	0	*	20	35	85	195	275	455	865	880	740	425	130	4110	0	0	0	0
NPG17	INDEPENDENT SECTOR H/C PROVIDER SITE	LANCASHIRE COUNTY COUNCIL	Spamedica Preston	3180	3180	1295	1885	0	0	3180	0	0	36.3896648044693	20			74.1798176674002	0	0	0	0	0	0	0	0	0	0	*	*	*	10	25	65	130	205	415	665	730	585	275	75	3180	0	0	0	0
NPG18	INDEPENDENT SECTOR H/C PROVIDER SITE	EAST RIDING OF YORKSHIRE COUNCIL	Spamedica Hull	2865	2865	1175	1685	0	0	2865	0	0	35.0743550834598	21			74.5127488648271	0	0	0	0	0	0	0	0	0	0	0	*	*	10	20	40	75	200	325	685	650	530	260	60	2865	0	0	0	0
NPG19	INDEPENDENT SECTOR H/C PROVIDER SITE	BEDFORD BOROUGH COUNCIL	Spamedica Bedford	2030	2030	850	1180	0	0	2030	0	0	34.7466808284652	22			72.6602658788774	0	0	0	0	0	0	0	0	0	0	0	*	*	10	30	70	110	155	265	455	450	295	155	30	2030	0	0	0	0
NPG20	INDEPENDENT SECTOR H/C PROVIDER SITE	CITY OF WOLVERHAMPTON COUNCIL	Spamedica Wolverhampton	2995	2995	1375	1620	0	0	2995	0	0	36.5009338812103	23			73.8066777963272	0	0	0	0	0	0	0	0	0	0	*	*	*	20	35	65	115	220	355	615	680	540	280	60	2995	0	0	0	0
NPG21	INDEPENDENT SECTOR H/C PROVIDER SITE	COVENTRY CITY COUNCIL	Spamedica Coventry	2030	2030	860	1170	0	0	2030	0	0	27.4708904109589	21			74.5364891518738	0	0	0	0	0	0	0	0	0	*	*	*	0	*	15	35	70	155	235	410	485	360	190	60	2030	0	0	0	0
NPG22	INDEPENDENT SECTOR H/C PROVIDER SITE	STOCKTON-ON-TEES BOROUGH COUNCIL	Spamedica Stockton-On-Tees	355	355	155	195	0	0	355	0	0	21.5116959064327	17			73.8926553672316	0	0	0	0	0	0	0	0	0	0	0	0	0	*	*	*	20	25	35	80	85	45	35	15	355	0	0	0	0
NPG23	INDEPENDENT SECTOR H/C PROVIDER SITE	DERBY CITY COUNCIL	Spamedica Derby	810	810	350	460	0	0	810	0	0	31.3282636248416	23			74.0295930949445	0	0	0	0	0	0	0	0	0	0	0	0	*	*	0	20	25	65	110	165	180	150	75	15	810	0	0	0	0
NQ106	INDEPENDENT SECTOR H/C PROVIDER SITE	ESSEX COUNTY COUNCIL	Fryatt Hospital	470	470	190	280	0	15	0	30	420			13.6396588486141	11	81.5659574468085	0	0	0	0	0	0	0	0	0	0	0	0	0	*	*	*	10	10	30	35	70	95	110	100	0	6397	0	*	*
NQ108	INDEPENDENT SECTOR H/C PROVIDER SITE	ESSEX COUNTY COUNCIL	Clacton Hospital	785	775	340	440	0	*	0	20	750			15.8996138996139	14	80.2886334610473	0	0	0	0	0	0	0	0	0	0	0	0	*	*	10	15	20	25	45	85	115	150	185	140	0	12354	0	0	*
NQA20	INDEPENDENT SECTOR H/C PROVIDER SITE	ESSEX COUNTY COUNCIL	Braintree Community Hospital	125	125	35	95	0	0	0	125	0			1.33333333333333	1	61.1732283464567	0	0	0	0	0	0	0	0	0	0	*	*	*	*	10	20	15	15	20	10	10	*	*	0	125	4	0	0	0
NQH09	INDEPENDENT SECTOR H/C PROVIDER SITE	WAKEFIELD METROPOLITAN DISTRICT COUNCIL	Novus Health (College Lane Surgery)	*	*	0	*	0	0	*	0	0	*	*	*	*	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	*	*	0	0	0	*	0	0	0	0	*	*	0	0	0
NQH25	INDEPENDENT SECTOR H/C PROVIDER SITE	WAKEFIELD METROPOLITAN DISTRICT COUNCIL	Novus Health (Sandal Castle Medical Centre)	460	460	200	255	0	0	460	0	0	61.5218340611354	37			60.1786492374728	0	0	0	0	0	0	0	0	*	*	*	20	20	30	40	55	45	50	45	45	50	30	20	*	460	0	0	0	0
NQM01	INDEPENDENT SECTOR H/C PROVIDER SITE	PETERBOROUGH CITY COUNCIL	Orthopaedics & Spine Specialist Hospital Site	345	245	160	185	0	0	245	0	0					57.1889534883721	0	0	0	0	0	0	0	0	0	10	*	15	25	20	30	40	35	35	45	30	25	20	*	*	180	0	0	0	0
NQT5H	INDEPENDENT SECTOR H/C PROVIDER SITE	BATH AND NORTH EAST SOMERSET COUNCIL	Paulton Memorial Hospital	210	210	85	125	0	20	0	0	190			27.8894230769231	24	84.2571428571429	0	0	0	0	0	0	0	0	0	0	0	0	*	0	0	0	*	*	*	10	20	45	55	60	0	5801	0	0	*
NQT5K	INDEPENDENT SECTOR H/C PROVIDER SITE	BATH AND NORTH EAST SOMERSET COUNCIL	St Martins Hospital	235	235	100	135	0	10	0	0	225			26.2918454935622	23	80.4957264957265	0	0	0	0	0	0	0	0	0	0	0	*	0	*	0	*	10	10	*	25	35	40	60	40	0	6126	*	0	*
NR501	INDEPENDENT SECTOR H/C PROVIDER SITE	PLYMOUTH CITY COUNCIL	Livewell Southwest	1180	1050	520	660	0	10	135	0	905	3	1	19.8689458689459	17	79.7593220338983	0	0	0	0	0	0	0	0	0	0	*	*	*	*	10	20	25	60	60	125	170	235	240	220	0	20904	0	*	*
NR505	INDEPENDENT SECTOR H/C PROVIDER SITE	PLYMOUTH CITY COUNCIL	Derriford Hospital Clinic	385	385	205	180	0	0	385	0	0	50.1033591731266	26	0.666666666666667	1	7.48320413436693	0	65	255	60	*	*	0	0	0	0	0	0	0	0	0	0	0	0	*	0	0	0	0	*	385	2	0	*	0
NR525	INDEPENDENT SECTOR H/C PROVIDER SITE	DEVON COUNTY COUNCIL	Tavistock Hospital	305	300	145	160	0	10	65	0	230	3.05882352941176	1	11.3466666666667	10	82.5439739413681	0	0	0	0	0	0	0	0	0	0	0	*	0	0	*	*	*	*	*	35	50	60	80	65	0	3413	0	0	0
NR526	INDEPENDENT SECTOR H/C PROVIDER SITE	DEVON COUNTY COUNCIL	South Hams (Kingsbridge) Hospital	380	380	175	210	0	45	325	0	10	6.22651933701657	1	10.8888888888889	10	82.3219895287958	0	0	0	0	0	0	0	0	0	0	*	0	0	*	0	*	*	10	15	40	60	70	95	85	0	4136	*	0	0
NR527	INDEPENDENT SECTOR H/C PROVIDER SITE	PLYMOUTH CITY COUNCIL	Mount Gould Hospital	170	170	100	70	0	0	20	0	150	7.64285714285714	6	48.2235294117647	38	65.8362573099415	0	0	0	0	0	0	*	*	*	*	*	*	*	*	*	10	10	20	20	30	20	15	15	*	0	8168	0	0	0
